Headline,Body ID,Stance,Class
"No, Banksy Didn't Create That 'Charlie Hebdo' Tribute Cartoon, But That Doesn't Mean You Can't Appreciate It",1196,agree,1
James Foley remembered as 'brave and tireless' journalist,419,agree,1
"Vice's Shane Smith drops $300,000 on Vegas dinner",1268,agree,1
Duped again: Macaulay Culkin is not dead,1555,agree,1
"Luckiest Pizza Delivery Guy Ever Gets $2,000 Tip",1358,agree,1
Michael Phelps’ girlfriend Taylor Lianne Chandler reveals she was raised as a boy,1349,agree,1
That Was Fast: Christian Bale Bails on Steve Jobs Biopic,1846,agree,1
Ottawa gunman identified as 32-year-old Michael Zehaf-Bibeau,1554,agree,1
"Rumors of King Abdullah Flying in Airstrikes Not True, Fox Excited Anyway",902,agree,1
Heartbroken girl spends week in KFC after getting dumped,1523,agree,1
Son pays off his parents' mortgage in a heartwarming Christmas video,2459,agree,1
No - a Fox News Twitter account isn't responding to tweets on the #FoxNewsFacts hashtag,1728,agree,1
PGA Tour Denies Claim That Tiger Woods Failed A Drug Test,757,agree,1
ISIS Beheads American Journalist James Foley in Video Message to U.S.,2524,agree,1
A New iOS 8 Bug Can Delete All Of Your iCloud Documents,2423,agree,1
Research Medical Center denies reports that a patient has Ebola,1404,agree,1
Lynch Mob Castrates Alleged Rapist In Rajasthan,2005,agree,1
"David Haines Beheaded By ISIS, Execution Video Contains Threats Against UK: Reports",269,agree,1
Sugarhill Gang rapper Big Bank Hank dies at age 57,2035,agree,1
CPWD official sacked for absence from duty for 25 years,2134,agree,1
Homeland Security: No ISIL fighters on U.S. border,1764,agree,1
This Man Paid Off His Parents' Mortgage for Christmas (Video),2459,agree,1
Macaulay Culkin Dead? Another Death Hoax Circulates On Facebook,1805,agree,1
Saudi cleric condemns snowmen as anti-Islamic,2167,agree,1
Watch: US Marine saved by helmet after being shot by Taliban sniper,95,agree,1
Police hunt tweed-jacket wearing man who slaps shoppers for SNEEZING,1839,agree,1
James Foley remembered as 'brave and tireless' journalist,2450,agree,1
Christian Bale quits Steve Jobs movie,1299,agree,1
Woman Stays In KFC For A Week To Get Over Her Break-Up,2414,agree,1
Graphic Photo: Oliver Ilic Uses Razor Blade To Slice Off Own Manhood After Girlfriend Broke Up With Him,1799,agree,1
Man Severed Penis That Failed To Impress Girls,2496,agree,1
"It was me! Student, 19, reveals SHE was the Teletubbies' giggling baby in the sky - and was paid just £250 and a box of toys",2227,agree,1
"Video showing American journalist beheaded believed real, officials and family say",1658,agree,1
"Man chops off own penis, throws it in a dustbin after poor show in bed",2496,agree,1
Durex Is Not Making Pumpkin Spice Condoms After All: A Hoax Debunked,1833,agree,1
Teacher sex tape exposed as a FAKE after internet detectives trace the origin of pornographic clip,482,agree,1
Priest' claim of seeing God as a woman dismissed as hoax,2445,agree,1
This Week In Weird News: Horrible Human Slaps Elderly Woman For Sneezing,1897,agree,1
Indian civil servant sacked 'after 24-year sickie',432,agree,1
Seven teenage girls get pregnant on school trip,2097,agree,1
Obama administration DENIES congressman's claim that 'at least ten ISIS fighters have been caught coming across the Mexican border in Texas',666,agree,1
Whiz kid stock picker: I didn't actually make $72M trading,2052,agree,1
ADVISORY-Islamist rebel leader killed in U.S. strike - Somali government,1306,agree,1
Country Music Legend Willie Nelson Dies at Age 81,1869,agree,1
"No, That Wasn’t Paul Rudd Tackling an Airport Homophobe",1735,agree,1
NASA Confirms Earth Will Experience 6 Days of Total Darkness in December 2014!,403,agree,1
Tropical spider burrowed under man's skin through appendix scar and lived there for THREE DAYS,1883,agree,1
"'American bombing had signed my death certificate': Missing US journalist James Wright Foley goes unflinching to his death as ISIS behead him in horrific video, as a warning to Obama",1589,agree,1
The rats eat Prada at Vogue NY office,2498,agree,1
Meteor Leaves 40-Foot Crater Near Managua's Airport,1731,agree,1
ESPN's Domestic Violence Panel Is Missing Something Important,1261,agree,1
Man who skipped work for 24 years is finally fired,432,agree,1
That ESPN Domestic Violence Panel You Keep Hearing About Isn't Real,2137,agree,1
"Sadly, Pumpkin Spice Condoms Aren't A Thing After All",1247,agree,1
'Electric Boogie' Developer Leaves Secret Resignation Letter To Boss At The End Of The Game (Video),2458,agree,1
"Everybody Relax, Banksy Wasn’t Arrested And Exposed As A 35-Year-Old Man",2468,agree,1
Lego letter from the 1970s still offers a powerful message to parents 40 years later,779,agree,1
Man discovers spider living under his skin during Bali vacation,1883,agree,1
Kim Jong-un drinks rare snake wine to boost love life!,2296,agree,1
Kimye’s Fault? Anna Wintour’s NYC ‘Vogue’ Offices Hit With Disgusting Rat Infestation: ‘Rat Droppings On Desks’,821,agree,1
Dylan Thomas Finds Tropical Spider Burrowed Under Skin,1819,agree,1
"UK spies identify Foley’s killer, Abdel-Majed Abdel Bary a key suspect",1079,agree,1
IS using scorpion bombs to terrify Iraqi civilians,1474,agree,1
"Batmobile stolen in Detroit? Good one, joker!",1242,agree,1
"Rodney Constantine, Newfoundland Suspect, Keeps Facebook Pledge To Turn Himself In",2164,agree,1
Say 'eh-oh!' to the Teletubbies SUN BABY - can you still recognise her after 19 years?,2076,agree,1
Man chops off his penis after his girlfriend breaks up with him,1517,agree,1
"ISIS using bombs containing live SCORPIONS in effort to spread panic, in tactic used 2,000 years ago against Romans",1251,agree,1
Pope says dogs can go to heaven: ‘Paradise is open to all of God’s creatures’,1651,agree,1
Banksy's illustrated response to the Charlie Hebdo attack isn't by Banksy. But it is striking,1357,agree,1
Texas City plumber's truck ends up in Syrian war,2145,agree,1
20-Year-Old Quarter Pounder Looks About the Same,793,agree,1
US Marine survives headshot from Taliban (video),2267,agree,1
‘Wild Misinformation’: Brian Williams Explains the Mike Seidel Liveshot,2034,agree,1
Ottawa shooting: Slain soldier named as Nathan Cirillo while suspect identified as Michael Zehaf-Bibeau,2246,agree,1
iPhone Game Developer Quits Job By Hiding The Greatest Letter Of Resignation Ever Inside His Game,2328,agree,1
"Seven High School Girls Get Pregnant On Five-Day School Trip, Parents Outraged",2097,agree,1
"Jeh Johnson: Politicians Shouldn't 'Feed The Flames Of Fear' Over ISIS, Ebola",2385,agree,1
"""Categorically False"": DHS Debunks Right-Wing Fiction That ISIS Attempted To Cross The U.S.- Mexico Border",1764,agree,1
Paul Rudd Is Not the Viral Video Hero Who Tackled a Gay Basher in Dallas,1735,agree,1
Michael Phelps’ ‘girlfriend’ reveals she was born a man – and never told the swimmer,1349,agree,1
Axl Rose NOT Dead: Fake MSNBC Death Hoax Goes Viral On Facebook,2525,agree,1
"Islamic State, in video titled ""A Message to America,"" beheads American journalist James Wright Foley who was kidnapped in 2012",1966,agree,1
Was Alleged Audio of Michael Brown Shooting on CNN a Hoax?,2235,agree,1
"One gunman killed in shooting on Parliament Hill in Ottawa, hunt on for other shooters",2281,agree,1
Fake Fox News Twitter account emerges after #FoxNewsFacts goes viral,1728,agree,1
Government fires employee who skipped work for 24 years,1318,agree,1
'Spiderman' squished: Experts debunk claims,2042,agree,1
"Eyewitness: Viral Video That Netted $130K in Donations ""is Bullshit""",1971,agree,1
WHO: Reports of Suspected Ebola Cases in Iraq Untrue,2180,agree,1
"'American bombing had signed my death certificate': Missing US journalist James Wright Foley goes unflinching to his death as ISIS behead him in horrific video, as a warning to Obama",2524,agree,1
Christian Bale Exits Steve Jobs Movie (Exclusive),1841,agree,1
How Canadian Sergeant-at-Arms Kevin Vickers killed shooter in parliament,210,agree,1
Pentagon: ISIS Got U.S. Weapons Package,2307,agree,1
Jilted lover chops off his penis after girlfriend dumps him,592,agree,1
Microsoft turns to robotic security guards to watch for trouble,2529,agree,1
ISIL Beheads American Photojournalist in Iraq,2450,agree,1
Doubts cast over Nicaragua meteorite claim,1594,agree,1
Robert Plant Literally Ripped Up An $800 Million Contract To Reunite Led Zeppelin,1978,agree,1
YPG Confirms: Gill Rosenberg Not Captured in Kobani,1295,agree,1
Mohammed Emwazi: Man identified as Isis killer 'Jihadi John' was 'stopped by MI5' while on safari holiday in Africa in 2010,1219,agree,1
"Meet Magneto Boy, the kid who attracts metal with his body",1433,agree,1
"Jihadi John named as Mohammed Emwazi, from west London",2165,agree,1
"Nun Complains Of Stomach Pains, Later Gives Birth To Baby Boy",1412,agree,1
Jeh Johnson shoots down Duncan Hunter's assertion IS is entering U.S. via Mexico,391,agree,1
Rodney Constantine keeps Facebook promise and turns himself in to police,2164,agree,1
Attorney: New audio reveals pause in gunfire when Michael Brown was shot,2345,agree,1
Moment U.S. Marine is saved by his Kevlar helmet as Taliban sniper bullet hits him in head,1180,agree,1
YPG Confirms: Gill Rosenberg Not Captured in Kobani,276,agree,1
Catholic Priest Claims God Is Female After Clinically Dead Experience,2515,agree,1
Texas Plumber Has ‘No Idea’ How Company Truck Ended Up With ISIS,1950,agree,1
Vogue’s Shiny New Office Has a Big Rat Problem,2498,agree,1
Watch marine take sniper shot to the head and live,743,agree,1
"No, a mechanical polar bear is not about to be given an Asbo",2446,agree,1
Another American hostage at risk by Islamic state,2524,agree,1
Dog found abandoned at Scottish train station with suitcase of belongings,1214,agree,1
"BREAKING: Islamic State, in video, beheads American journalist James Wright Foley who was kidnapped in 2012 -@BNONews",2524,agree,1
Parents are furious after seven girls aged 13-14 fall pregnant on a school trip,2170,agree,1
"No, Banksy hasn’t been arrested",949,agree,1
ISIS launch SCORPION BOMBS to spread panic in Iraq,1251,agree,1
Big Bank Hank of The Sugarhill Gang is dead at 57,1190,agree,1
Man Chops Off and Throws Away His Small Penis After Bad Breakup,1799,agree,1
"Gill Rosenberg, Canadian-Israeli Woman Feared Kidnapped By ISIS, Says She's Safe",2037,agree,1
"Islamic State, in video titled ""A Message to America,"" beheads American journalist James Wright Foley who was kidnapped in 2012",1747,agree,1
"See How This Homeless Man Spends A Hundred Dollars, And Keep A Tissue Handy [Video]",760,agree,1
Government employee fired after skipping work for 24 years,2441,agree,1
Police hunting mystery 'slapper' in tweed jacket who attacks people who sneeze in town's high street,1422,agree,1
Electric shock turns Russian boy into Marvel's Magneto,2215,agree,1
David Haines beheading video confirmed genuine; UK PM Cameron vows to hunt down ISIS 'monsters',2348,agree,1
Jihadi John unmasked: Former Westminster University student was arrested FIVE years ago and put on a terror watch list - but he flew to Syria to join ISIS two years later,2349,agree,1
BREAKING: ISIS USES CHEMICAL WEAPONS – Murders 300 Iraqi Soldiers in Chlorine Gas Attack,1590,agree,1
ISIS Border Crisis: DHS Chief Says Terrorists Not Entering US Through Mexico,2249,agree,1
Paul Revere's 1795 time capsule unearthed,1049,agree,1
CNN Expert on Brown Audio: At First I Thought ‘Someone’s Trying to Punk CNN’,2235,agree,1
Magic mushroom found growing at Buckingham Palace,2478,agree,1
An accidental delivery of arms to the Islamic State and the problem with airdrops,2307,agree,1
Monster catfish which looks big enough to swallow a man whole caught in Italy,2196,agree,1
"Meteorite makes big crater in Nicaragua, government says",966,agree,1
Duped again: Macaulay Culkin is not dead,2326,agree,1
US confirms death of Somalia terror group leader,226,agree,1
This Woman Is Wrongly Being Called A Sexual Predator After Her Private Sex Tape Was Used For A Hoax,2447,agree,1
Sugarhill Gang Rapper ‘Big Bank Hank’ Dies at 57,2351,agree,1
Small Meteorite Strikes in Nicaragua's Capital City of Managua,966,agree,1
Saudi cleric says snowmen are anti-Islamic,417,agree,1
Missing jetliners raise fear of new 9/11-style attacks after Libyan airport falls to Islamic militants,1515,agree,1
Tiger Woods' former luxury island goes on sale,2444,agree,1
Angry mob cut off rapist’s penis with meat cleaver (VIEWER DISCRETION),1981,agree,1
Crank-Boosting Behind Top Apps in App Store,515,agree,1
"Meteorite Strikes Nicaraguan Capital, Creates 16-Foot-Deep Crater",1731,agree,1
Apple Watch delayed for February in limited quantity,1908,agree,1
Purdon Ebola Hoax: ‘Texas Town Quarantined After Family Of Five Test Positive For The Ebola Virus’ Article is Fake,1467,agree,1
"James Foley: American Journalist, James Wright Foley Beheaded in New ISIS Video [Breaking News]",2524,agree,1
Video shows ISIL beheading of photojournalist James Foley,2067,agree,1
After ISIS trick mum into eating son - 5 other reluctant cannibals including those forced to eat own body parts,1743,agree,1
Sugarhill Gang rapper Big Bank Hank dies at age 57,1190,agree,1
"Sick Kansas City man said not to have Ebola, U.S. plans new steps to fight virus",2501,agree,1
Nun gives birth to surprise baby after complaining of stomach pains,116,agree,1
Hundreds of Palestinians flee as Israel opens dams into Gaza Valley,1070,agree,1
Snowmen Declared Anti-Islamic As Snow Falls in Saudi Arabia,1064,agree,1
Wife Of ISIS Leader Abu Bakr al-Baghdadi Detained In Lebanon,720,agree,1
Christian Bale Drops Out of Steve Jobs Biopic,1846,agree,1
Don’t ‘Reset All Settings’ in iOS 8 unless you want to lose your iCloud files,2423,agree,1
Big Bank Hank dead: Sugarhill Gang member and rapper dies aged 57,2398,agree,1
White House Fence Jumper Actually Made It Pretty Far Inside,1840,agree,1
"Michael Phelps' self-proclaimed 'girlfriend', 41, reveals she was born a male as she describes her 'amazing intimacy' with Olympic swimmer",1349,agree,1
Eyewitness Says Viral Video of Homeless Man Was Staged,1971,agree,1
No One In North Korea Is Allowed To Share Kim Jong Un's Name,1678,agree,1
Hundreds of Palestinians flee floods in Gaza as Israel opens dams,1803,agree,1
ISIL Beheads American Photojournalist in Iraq,1336,agree,1
Report: Christian Bale Just Bailed on the Steve Jobs Movie,1841,agree,1
Not coming to a store near you: The pumpkin spice condom,2269,agree,1
"Video showing American journalist beheaded believed real, officials and family say",1747,agree,1
"No, Banksy hasn’t been arrested",2051,agree,1
"Paradise is open to all, even dogs, Pope tells boy",2297,agree,1
Teacher sex tape exposed as a FAKE after internet detectives trace the origin of pornographic clip,2447,agree,1
Priest' claim of seeing God as a woman dismissed as hoax,1521,agree,1
"UPDATE: Soldier, gunman who died in Ottawa rampage identified",1970,agree,1
"280 Pound Catfish: Fisherman Makes Huge Catch In Italy, Catfish Could Set Record",1652,agree,1
Christian Bale will not play Steve Jobs,234,agree,1
'Snake wine' to the rescue of Kim Jong-un's love life,2296,agree,1
Saudi Arabian cleric issues fatwa against snowmen,417,agree,1
North Korea denies reports Kim Jong-un is to open state-backed restaurant in Scotland,2225,agree,1
ADVISORY-Islamist rebel leader killed in U.S. strike - Somali government,981,agree,1
Vandals add rude paint job to $2.5m Bugatti (but luckily for the owner it all turned out to be a hoax),1148,agree,1
It Begins: HazMat-Wearing Passenger Spotted At Airport,477,agree,1
"David Haines Beheaded By ISIS, Execution Video Contains Threats Against UK: Reports",1989,agree,1
Elderly Woman Arrested for Kidnapping Neighbor’s Cats & Making Fur Coats,1938,agree,1
Pentagon Denies It Killed ISIS Chief As Airstrikes Hit Top Extremists,254,agree,1
"Dead for 48 minutes, Catholic Priest claims God is female",1055,agree,1
Seven girls fall pregnant after five day school trip in Bosnia and Herzegovina,2504,agree,1
Iraq Says Arrested Woman Is Not The Wife of ISIS Leader al-Baghdadi,1263,agree,1
"Catholic Priest Dead For 48 Minutes, Is Miraculously Revived – His Revelations About God Are Even More Shocking",1849,agree,1
Electric shock turns Russian boy into Marvel's Magneto,152,agree,1
Killing in the name of! Kim Jong-un launches attack on others named 'Kim Jong-un',1678,agree,1
"No, Banksy has not been arrested (sigh)",2468,agree,1
"Sadly, Pumpkin Spice Condoms Aren't A Thing After All",1954,agree,1
"White House Fence-Jumper Overpowered Secret Service Officer, Ran Through Much of Main Floor",505,agree,1
Dylan Thomas Finds Tropical Spider Burrowed Under Skin,1883,agree,1
Pumpkin Spice condoms? Don't fall for this hoax.,1400,agree,1
"Batmobile stolen in Detroit? Good one, joker!",917,agree,1
Seven teenage girls get pregnant on school trip,2508,agree,1
Say 'eh-oh!' to the Teletubbies SUN BABY - can you still recognise her after 19 years?,649,agree,1
KC hospital: Patient does not have symptom profile of Ebola,1343,agree,1
Obama administration DENIES congressman's claim that 'at least ten ISIS fighters have been caught coming across the Mexican border in Texas',1890,agree,1
'Jihadi John' identified: ISIS killer named as Mohammed Emwazi from West London,1198,agree,1
Texas City plumber's truck ends up in Syrian war,1614,agree,1
20-Year-Old Quarter Pounder Looks About the Same,2474,agree,1
US Marine survives headshot from Taliban (video),1180,agree,1
Man who slaps people around the head for sneezing hunted by police,1839,agree,1
Two blokes dared to eat 20-year-old burger for charity,2411,agree,1
"Jeh Johnson: Politicians Shouldn't 'Feed The Flames Of Fear' Over ISIS, Ebola",2249,agree,1
"""Categorically False"": DHS Debunks Right-Wing Fiction That ISIS Attempted To Cross The U.S.- Mexico Border",2016,agree,1
Air travelers wary of Ebola fears seen with surgical masks ... and a HAZMAT suit,490,agree,1
Video shows ISIL beheading of photojournalist James Foley,1589,agree,1
"Tropical spider burrows under man's skin, lives there for three days",761,agree,1
New iOS 8 bug can delete all of your iCloud documents,1518,agree,1
British aid worker David Haines beheaded by ISIL,1989,agree,1
Al-Shabaab Terror Group Leader Killed in U.S. Airstrike,1423,agree,1
Obama Denounces James Foley's Execution: 'Today The Entire World Is Appalled',1336,agree,1
Islamic State killer 'Jihadi John' named as Mohammed Emwazi,1198,agree,1
Teacher suspended after sex session with teen pupil ends up on hardcore porn website,1496,agree,1
Fence-jumper made it farther in White House than Secret Service let on,1365,agree,1
An Indian Civil Servant Just Got Sacked After Not Turning Up For Work For 25 Years,1162,agree,1
Macaulay Culkin dead hoax: Fake death report spreads on social networks,2502,agree,1
"Boko Haram Denies Truce, Says Kidnapped Girls Have Been “Married Off”",1885,agree,1
"Woman catches husband cheating with her twin, humiliates them",1852,agree,1
Microsoft turns to robotic security guards to watch for trouble,687,agree,1
Axl Rose Dead? Of Course Not — Tiresome Internet Death Hoax Plague Hits Guns N’ Roses Frontman,2525,agree,1
"Michael Zehaf-Bibeau, slain Ottawa shooter, had criminal record in Quebec, B.C.",1970,agree,1
Christian Bale will not play Steve Jobs,755,agree,1
"Calm Yourselves, Durex Has NOT Come Out With A Pumpkin Spice Condom",2354,agree,1
Vandal paints penis on £1.5million Bugatti Veyron,2369,agree,1
"Non, le lancement du nouveau «Star Wars» ne sera pas devancé à cet été",1686,agree,1
BREAKING: ISIS Beheads American Journalist James Wright Foley,1580,agree,1
Pants on Fire: Duncan Hunter makes unconfirmed claim Border Patrol caught at least 10 ISIS fighters,1890,agree,1
YPG Confirms: Gill Rosenberg Not Captured in Kobani,756,agree,1
"Obama, Outraged Over Beheading, Vows to Stay on Course",2386,agree,1
"Google to buy big chunk of Pacific Shores, iconic Redwood City office park",2078,agree,1
"No, Vladimir Putin did not get pooped on by a bird during a First World War speech",1957,agree,1
Predator drones being flown over Isil's Syrian 'capital',919,agree,1
"Dogs DO go to heaven… and cats, and horses: Pope assures young boy that there is a place in paradise for animals as well",1905,agree,1
Hoax Busted: Report on Popular 'Dog Whisperer' Cesar Millan's Death is False,2143,agree,1
Unlucky in love man CHOPS OFF own penis because he was fed up with not having a girlfriend,460,agree,1
NEWS/ You'll Never Guess How a Homeless Man Spent $100—Watch the Touching Video!,2061,agree,1
Sick Mum Sedated After Trying To Eat Baby,444,agree,1
Audio of gunfire in Michael Brown case authenticated by app company,2345,agree,1
YPG Confirms: Gill Rosenberg Not Captured in Kobani,756,agree,1
Vogue’s Shiny New Office Has a Big Rat Problem,2064,agree,1
Watch marine take sniper shot to the head and live,2046,agree,1
Widower Cries Tears Of Joy After Hearing Late Wife's Voice Again,1208,agree,1
Texas Plumber Isn't Sure How Extremists In Syria Ended Up With His Work Truck,2379,agree,1
This Is The Most Epic Way To Quit Your Job,2328,agree,1
"Therefore, the ""feminist blogger"" who aborted a boy probably fake",2014,agree,1
Dog found abandoned at Scottish train station with suitcase of belongings,2483,agree,1
Weatherman caught peeing live on camera,1829,agree,1
"What was fake on the Internet this week: Obama’s peace prize, pumpkin-spice condoms and insane winter snow",1833,agree,1
British man pays $460 to save constipated goldfish's life,958,agree,1
Woman spends a week in KFC to get over her break up,1523,agree,1
Parents are furious after seven girls aged 13-14 fall pregnant on a school trip,1804,agree,1
Christian Bale Won't Play Steve Jobs After All,852,agree,1
Italian catches huge wels catfish; is it a record?,2196,agree,1
Big Bank Hank of The Sugarhill Gang is dead at 57,2035,agree,1
"Catholic Priest Dies for 48 Minutes, Comes Back to Life and Claims God Is Female",2515,agree,1
Chugging eggnog sends Utah man to hospital,658,agree,1
Jihadi John: Mohammed Emwazi named as masked man behind ISIS beheadings,2165,agree,1
Female teacher facing sack after making SEX TAPE with teenager,1496,agree,1
Penis Spray-Painted on a $2.5 Million Car Was Just for a Prank Video,1148,agree,1
'Jihadi John' identified: ISIS killer named as Mohammed Emwazi from West London,2165,agree,1
"See How This Homeless Man Spends A Hundred Dollars, And Keep A Tissue Handy [Video]",2061,agree,1
Government employee fired after skipping work for 24 years,1162,agree,1
‘Jihadi John’: The Islamic State killer behind the mask is a young Londoner,2349,agree,1
Magic mushrooms found at Buckingham Palace,957,agree,1
ISIS Border Crisis: DHS Chief Says Terrorists Not Entering US Through Mexico,2385,agree,1
Married TV actor wakes up to find his testicles have been STOLEN after he is drugged in Russian bar by attractive blonde working for organ traffickers,2044,agree,1
Paul Revere's 1795 time capsule unearthed,2288,agree,1
James Foley remembered as 'brave and tireless' journalist,1580,agree,1
Pentagon: ISIS seized materials airdropped to Kurds,2307,agree,1
US confirms death of Somalia terror group leader,981,agree,1
"Dead for 48 minutes, Catholic Priest claims God is female",2515,agree,1
Sugarhill Gang Rapper ‘Big Bank Hank’ Dies at 57,1831,agree,1
ISIS Beheading of U.S. Journalist James Foley Posted to YouTube,1966,agree,1
Chinese parents try to SELL their son to pay for medical treatment for his sick twin sister,1562,agree,1
Tiger Woods' former luxury island goes on sale,1212,agree,1
Israeli-Canadian Woman 'Captured' By ISIS Says She Is 'Safe And Secure',474,agree,1
IS militant 'Jihadi John' named as Mohammed Emwazi from London,2165,agree,1
'Sex attacker' has penis cut off with a cleaver in India,1959,agree,1
Passenger Wears A Hazmat Suit To Dulles Airport [PHOTO],490,agree,1
"Oh Hey, Paul Rudd Was One Of The Dallas Airport Homophobe Heroes, No Big",2514,agree,1
Missing Mexico students not among 28 bodies found in mass grave,1156,agree,1
Sugarhill Gang's Big Bank Hank Dead At 57,1831,agree,1
"Prankster Gives Homeless Man $100, Secretly Follows Him And Learns He Buys Food For Others",2305,agree,1
"ISIS beheads American photo-journalist James Wright Foley, threatens more to come",1206,agree,1
Homeland Security: No ISIL fighters on U.S. border,666,agree,1
"‘Teletubbies’ Sun Baby: Fans Freak Out Over Jess Smith, 19",2076,agree,1
Snowmen Declared Anti-Islamic As Snow Falls in Saudi Arabia,2456,agree,1
Saudi cleric condemns snowmen as anti-Islamic,25,agree,1
Expert casts doubt on Bunbury man Dylan Thomas’s burrowing stomach-spider story,1057,agree,1
Eyewitness Says Viral Video of Homeless Man Was Staged,572,agree,1
Sugarhill Gang Rapper ‘Big Bank Hank’ Dies at 57,2398,agree,1
Unlucky in love man chops off own penis,2212,agree,1
"'A wonderful, wonderful sound': Man breaks down after hearing voicemail from his late wife that was lost for 14 years",2020,agree,1
"Catholic Priest Dead For 48 Minutes, Is Miraculously Revived – His Revelations About God Are Even More Shocking",603,agree,1
Pure Evil: Islamic State Beheads American Journalist James Wright Foley,2524,agree,1
Mexican students not among bodies found in mass graves,461,agree,1
Islamist terrorists Jabhat Ansar al-Deen tweet picture of Texas plumber’s truck fitted with anti-aircraft gun in Syria,119,agree,1
Vigilantes cut off alleged rapist's penis,2115,agree,1
Brian Williams Insists NBC News Meteorologist Did Not Pee in the Snow While on Air,1926,agree,1
Jose Canseco Accidentally Shot Himself in the Hand,1154,agree,1
Christian Bale will not play Steve Jobs,591,agree,1
If Only A Bird Really Did Poop on Putin,1438,agree,1
The news of Cesar Millan's death is false,1796,agree,1
Judd Nelson Death Hoax: FOX News Impersonator Claims Actor Found Dead In Los Angeles Condo,725,agree,1
Cesar Millan is Not Dead: Dog Whisperer Death Hoax Circulates,2143,agree,1
US Marine survives headshot in Afghanistan,1734,agree,1
Heartwarming video shows son revealing he’s paid off parent’s mortgage as a Christmas gift,1535,agree,1
Who Should Play Steve Jobs Now That Christian Bale Quit?,1299,agree,1
Watch: US Marine saved by helmet after being shot by Taliban sniper,2267,agree,1
Christian Bale won't play Steve Jobs,852,agree,1
Nicaragua asks U.S. for help investigating meteorite crater,1731,agree,1
"Absent from duty for 25 years, CPWD official dismissed",2441,agree,1
Tiger Woods prices private island at $7.1 million,1375,agree,1
"No, Banksy has not been arrested (sigh)",1884,agree,1
"Sadly, Pumpkin Spice Condoms Aren't A Thing After All",2269,agree,1
Michael Phelps' self-proclaimed girlfriend says she was born a BOY and reveals 'amazing' sex with Olympian,1349,agree,1
Macaulay Culkin Hasn’t Died Despite What Everyone Is Saying On Facebook,1752,agree,1
"Batmobile stolen in Detroit? Good one, joker!",1751,agree,1
"Apple 12-Inch MacBook Air Details Emerge; Device Could Be Thinner, Lighter Than Current Model",2039,agree,1
"Macaulay Culkin Dead? Hoax Goes Viral, Claims Actor Found Dead in Apartment",1805,agree,1
Officials: Report That Area Town Is Under Ebola Quarantine Is False,968,agree,1
Apple Watch battery will require nightly charging,2213,agree,1
Dog abandoned at Scottish rail station with suitcase full of belongings  Read more: http://www.ctvnews.ca/world/dog-abandoned-at-scottish-rail-station-with-suitcase-full-of-belongings-1.2175026#ixzz3O9Shc1IO,2523,agree,1
Actor has his testicles stolen after meeting ‘young blonde woman at a bar’,1231,agree,1
'Jihadi John' identified: ISIS killer named as Mohammed Emwazi from West London,882,agree,1
Texas plumber baffled after truck ends up in the hands of Syrian rebels,2379,agree,1
British hostage David Haines beheaded by Islamic State terrorists,1182,agree,1
Detroit Police Issue Statement That The Batmobile Is Safe,2519,agree,1
"Jeh Johnson: Politicians Shouldn't 'Feed The Flames Of Fear' Over ISIS, Ebola",108,agree,1
80's Brat Pack star Judd Nelson forced to deny that he's dead after fake news story starts trending on social media,2278,agree,1
#ISIS beheads photojournalist James Wright Foley in a massage to US to end its intervention in #Iraq.,1336,agree,1
NYC High School Student Nicknamed ‘Teen Wolf’ Made $72 Million On Stock Market,1184,agree,1
Banksy arrest hoax: US website claims street artist caught in Watford,900,agree,1
Mirfield man's tears of joy after lost voicemail of wife retrieved,1053,agree,1
Seth Rogen to Star as Steve Wozniak in Sony's Steve Jobs Biopic [Updated],999,agree,1
This Is a Truly Horrifying Story About a Spider,1860,agree,1
Vladimir Putin Bird Poop Video is Fake,2081,agree,1
Al-Shabaab Terror Group Leader Killed in U.S. Airstrike,1084,agree,1
‘Banksy’ Instagram tribute to Charlie Hebdo victims not posted by artist,2375,agree,1
Norfolk Man Pays £300 For His Constipated Goldfish To Have Lifesaving Surgery,1541,agree,1
Islamic State killer 'Jihadi John' named as Mohammed Emwazi,882,agree,1
Meteorite strike in Nicaragua puzzles experts,221,agree,1
America's oldest time capsule unearthed at Boston statehouse after being buried in 1795 by Sam Adams and Paul Revere,467,agree,1
Amazon is opening its first physical store,1745,agree,1
This Dog Was Left At A Railway Station With A Suitcase Of His Belongings After He Was Sold On Gumtree,2523,agree,1
An Indian Civil Servant Just Got Sacked After Not Turning Up For Work For 25 Years,2441,agree,1
Macaulay Culkin dead hoax: Fake death report spreads on social networks,1752,agree,1
"Boko Haram Denies Truce, Says Kidnapped Girls Have Been “Married Off”",1630,agree,1
Soldier shot at War Memorial; multiple shots fired in Parliament,1539,agree,1
"Canterbury Christ Church University student Jess Smith, from Chatham, starred as Teletubbies' sun",2227,agree,1
Soldier shot in Ottawa at War Memorial,2156,agree,1
Rapper Big Bank Hank of Sugarhill Gang dies at 57,1637,agree,1
BREAKING: ISIS Beheads American Journalist James Wright Foley,1206,agree,1
"Obama, Outraged Over Beheading, Vows to Stay on Course",2524,agree,1
"Hostage David Haines' Murder 'Evil', PM Says",1097,agree,1
A Letter Lego Sent to Parents in 1974 Holds an Important Message for the Parents of 2014,547,agree,1
WTC rats scare off Anna Wintour,2498,agree,1
